household_id,month,days_in_billing_period,household_size,area_type,has_air_conditioning,num_appliances_in_household,monthly_budget_usd,electricity_rate_per_kwh,appliance_name,num_units,power_rating_watts,is_battery_powered,charge_hours_per_cycle,charges_per_month,max_usage_hours_per_day,avg_hours_used_per_day,total_monthly_hours,kwh_per_hour,monthly_kwh_consumption,appliance_monthly_cost_usd,appliance_priority,household_total_kwh,household_total_cost_usd,budget_remaining_usd,budget_exceeded,cost_share_pct,optimal_hours_per_day,optimal_monthly_cost_usd,whatif_add_appliance_new_total_cost,whatif_increase_usage_10pct_new_cost,whatif_budget_increase_20pct
40,3,28,4,urban,1,13,381.19,0.1249,Television,1,150,0,,,5.8,4.0,112.0,0.15,16.8,2.0983,3,886.234,110.6905,270.4995,0,1.9,4.0,2.0983,126.4279,121.7596,457.43
40,3,28,4,urban,1,13,381.19,0.1249,Space Heater,1,1500,0,,,7.8,4.3,120.4,1.5,180.6,22.5569,2,886.234,110.6905,270.4995,0,20.38,4.3,22.5569,126.4279,121.7596,457.43
40,3,28,4,urban,1,13,381.19,0.1249,Electric Oven,1,2400,0,,,3.8,1.6,44.8,2.4,107.52,13.4292,2,886.234,110.6905,270.4995,0,12.13,1.6,13.4292,126.4279,121.7596,457.43
41,11,28,1,rural,1,6,274.6,0.1121,Refrigerator,1,150,0,,,24.0,24.0,672.0,0.15,100.8,11.2997,1,324.802,36.4102,238.1898,0,31.03,24.0,11.2997,50.5348,40.0512,329.52
41,11,28,1,rural,1,6,274.6,0.1121,Phone Charger,1,10,1,1.5,30.0,1.61,1.61,45.0,0.01,0.45,0.0504,2,324.802,36.4102,238.1898,0,0.14,1.61,0.0505,50.5348,40.0512,329.52
41,11,28,1,rural,1,6,274.6,0.1121,LED Lighting,1,60,0,,,8.7,5.9,165.2,0.06,9.912,1.1111,1,324.802,36.4102,238.1898,0,3.05,5.9,1.1111,50.5348,40.0512,329.52
41,11,28,1,rural,1,6,274.6,0.1121,Washing Machine,1,500,0,,,6.8,4.7,131.6,0.5,65.8,7.3762,2,324.802,36.4102,238.1898,0,20.26,4.7,7.3762,50.5348,40.0512,329.52
41,11,28,1,rural,1,6,274.6,0.1121,Desktop Computer,1,200,0,,,5.1,4.4,123.2,0.2,24.64,2.7621,3,324.802,36.4102,238.1898,0,7.59,4.4,2.7621,50.5348,40.0512,329.52
41,11,28,1,rural,1,6,274.6,0.1121,Electric Stove,1,2000,0,,,2.6,2.2,61.6,2.0,123.2,13.8107,1,324.802,36.4102,238.1898,0,37.93,2.2,13.8107,50.5348,40.0512,329.52
42,5,28,5,urban,1,8,395.63,0.131,Refrigerator,1,150,0,,,24.0,24.0,672.0,0.15,100.8,13.2048,1,357.73,46.8627,348.7673,0,28.18,24.0,13.2048,63.3687,51.549,474.76
42,5,28,5,urban,1,8,395.63,0.131,Phone Charger,1,10,1,1.5,30.0,1.61,1.61,45.0,0.01,0.45,0.059,2,357.73,46.8627,348.7673,0,0.13,1.61,0.0591,63.3687,51.549,474.76
42,5,28,5,urban,1,8,395.63,0.131,LED Lighting,1,60,0,,,7.5,4.5,126.0,0.06,7.56,0.9904,1,357.73,46.8627,348.7673,0,2.11,4.5,0.9904,63.3687,51.549,474.76
42,5,28,5,urban,1,8,395.63,0.131,Electric Stove,1,2000,0,,,2.9,1.1,30.8,2.0,61.6,8.0696,1,357.73,46.8627,348.7673,0,17.22,1.1,8.0696,63.3687,51.549,474.76
42,5,28,5,urban,1,8,395.63,0.131,Air Conditioner,1,1500,0,,,5.9,3.3,92.4,1.5,138.6,18.1566,2,357.73,46.8627,348.7673,0,38.74,3.3,18.1566,63.3687,51.549,474.76
42,5,28,5,urban,1,8,395.63,0.131,Dishwasher,1,1200,0,,,1.4,0.9,25.2,1.2,30.24,3.9614,3,357.73,46.8627,348.7673,0,8.45,0.9,3.9614,63.3687,51.549,474.76
42,5,28,5,urban,1,8,395.63,0.131,Gaming Console,1,150,0,,,3.5,2.5,70.0,0.15,10.5,1.3755,3,357.73,46.8627,348.7673,0,2.94,2.5,1.3755,63.3687,51.549,474.76
42,5,28,5,urban,1,8,395.63,0.131,Television,1,150,0,,,4.2,1.9,53.2,0.15,7.98,1.0454,3,357.73,46.8627,348.7673,0,2.23,1.9,1.0454,63.3687,51.549,474.76
43,12,31,5,urban,1,6,232.51,0.1392,Refrigerator,1,150,0,,,24.0,24.0,744.0,0.15,111.6,15.5347,1,239.894,33.3932,199.1168,0,46.52,24.0,15.5347,52.8116,36.7325,279.01
43,12,31,5,urban,1,6,232.51,0.1392,Phone Charger,1,10,1,1.5,30.0,1.45,1.45,45.0,0.01,0.45,0.0626,2,239.894,33.3932,199.1168,0,0.19,1.45,0.0626,52.8116,36.7325,279.01
43,12,31,5,urban,1,6,232.51,0.1392,LED Lighting,2,120,0,,,6.6,4.2,260.4,0.12,15.624,2.1749,1,239.894,33.3932,199.1168,0,6.51,4.2,2.1749,52.8116,36.7325,279.01
43,12,31,5,urban,1,6,232.51,0.1392,Washing Machine,1,500,0,,,6.0,3.7,114.7,0.5,57.35,7.9831,2,239.894,33.3932,199.1168,0,23.91,3.7,7.9831,52.8116,36.7325,279.01
43,12,31,5,urban,1,6,232.51,0.1392,Gaming Console,1,150,0,,,7.3,3.8,117.8,0.15,17.67,2.4597,3,239.894,33.3932,199.1168,0,7.37,3.8,2.4597,52.8116,36.7325,279.01
43,12,31,5,urban,1,6,232.51,0.1392,Space Heater,1,1500,0,,,2.0,0.8,24.8,1.5,37.2,5.1782,2,239.894,33.3932,199.1168,0,15.51,0.8,5.1782,52.8116,36.7325,279.01
44,7,31,5,rural,1,12,235.69,0.1362,Refrigerator,1,150,0,,,24.0,24.0,744.0,0.15,111.6,15.1999,1,617.421,84.0926,151.5974,0,18.08,24.0,15.1999,103.0925,92.5019,282.83
44,7,31,5,rural,1,12,235.69,0.1362,Phone Charger,1,10,1,1.5,30.0,1.45,1.45,45.0,0.01,0.45,0.0613,2,617.421,84.0926,151.5974,0,0.07,1.45,0.0612,103.0925,92.5019,282.83
44,7,31,5,rural,1,12,235.69,0.1362,LED Lighting,1,60,0,,,6.5,6.1,189.1,0.06,11.346,1.5453,1,617.421,84.0926,151.5974,0,1.84,6.1,1.5453,103.0925,92.5019,282.83
44,7,31,5,rural,1,12,235.69,0.1362,Electric Stove,1,2000,0,,,3.8,3.1,96.1,2.0,192.2,26.1776,1,617.421,84.0926,151.5974,0,31.13,3.1,26.1776,103.0925,92.5019,282.83
44,7,31,5,rural,1,12,235.69,0.1362,Tablet Charger,1,12,1,3.0,15.0,1.45,1.45,45.0,0.012,0.54,0.0735,3,617.421,84.0926,151.5974,0,0.09,1.45,0.0735,103.0925,92.5019,282.83
44,7,31,5,rural,1,12,235.69,0.1362,Space Heater,1,1500,0,,,3.2,1.7,52.7,1.5,79.05,10.7666,2,617.421,84.0926,151.5974,0,12.8,1.7,10.7666,103.0925,92.5019,282.83
44,7,31,5,rural,1,12,235.69,0.1362,Desktop Computer,1,200,0,,,2.8,2.7,83.7,0.2,16.74,2.28,3,617.421,84.0926,151.5974,0,2.71,2.7,2.28,103.0925,92.5019,282.83
44,7,31,5,rural,1,12,235.69,0.1362,Coffee Maker,1,800,0,,,5.8,3.7,114.7,0.8,91.76,12.4977,3,617.421,84.0926,151.5974,0,14.86,3.7,12.4977,103.0925,92.5019,282.83
44,7,31,5,rural,1,12,235.69,0.1362,Water Heater,1,4000,0,,,1.6,0.6,18.6,4.0,74.4,10.1333,1,617.421,84.0926,151.5974,0,12.05,0.6,10.1333,103.0925,92.5019,282.83
44,7,31,5,rural,1,12,235.69,0.1362,Gaming Console,1,150,0,,,4.0,3.3,102.3,0.15,15.345,2.09,3,617.421,84.0926,151.5974,0,2.49,3.3,2.09,103.0925,92.5019,282.83
44,7,31,5,rural,1,12,235.69,0.1362,Laptop,1,65,1,2.0,20.0,1.29,1.29,40.0,0.065,2.6,0.3541,2,617.421,84.0926,151.5974,0,0.42,1.29,0.354,103.0925,92.5019,282.83
44,7,31,5,rural,1,12,235.69,0.1362,Ceiling Fan,2,150,0,,,6.7,4.6,285.2,0.15,21.39,2.9133,2,617.421,84.0926,151.5974,0,3.46,4.6,2.9133,103.0925,92.5019,282.83
45,11,28,5,rural,1,12,193.78,0.1182,Refrigerator,1,150,0,,,24.0,24.0,672.0,0.15,100.8,11.9146,1,1629.022,192.5504,1.2296,0,6.19,24.0,11.9146,207.4436,211.8054,232.54
45,11,28,5,rural,1,12,193.78,0.1182,Phone Charger,1,10,1,1.5,30.0,1.61,1.61,45.0,0.01,0.45,0.0532,2,1629.022,192.5504,1.2296,0,0.03,1.61,0.0533,207.4436,211.8054,232.54
45,11,28,5,rural,1,12,193.78,0.1182,LED Lighting,1,60,0,,,7.9,5.4,151.2,0.06,9.072,1.0723,1,1629.022,192.5504,1.2296,0,0.56,5.4,1.0723,207.4436,211.8054,232.54
45,11,28,5,rural,1,12,193.78,0.1182,Washing Machine,1,500,0,,,1.8,1.6,44.8,0.5,22.4,2.6477,2,1629.022,192.5504,1.2296,0,1.38,1.6,2.6477,207.4436,211.8054,232.54
45,11,28,5,rural,1,12,193.78,0.1182,Clothes Dryer,1,5000,0,,,3.6,3.0,84.0,5.0,420.0,49.644,3,1629.022,192.5504,1.2296,0,25.78,3.0,49.644,207.4436,211.8054,232.54
45,11,28,5,rural,1,12,193.78,0.1182,Gaming Console,1,150,0,,,5.0,4.3,120.4,0.15,18.06,2.1347,3,1629.022,192.5504,1.2296,0,1.11,4.3,2.1347,207.4436,211.8054,232.54
45,11,28,5,rural,1,12,193.78,0.1182,Microwave,1,1000,0,,,6.9,6.8,190.4,1.0,190.4,22.5053,2,1629.022,192.5504,1.2296,0,11.69,6.8,22.5053,207.4436,211.8054,232.54
45,11,28,5,rural,1,12,193.78,0.1182,Television,1,150,0,,,6.7,4.9,137.2,0.15,20.58,2.4326,3,1629.022,192.5504,1.2296,0,1.26,4.9,2.4326,207.4436,211.8054,232.54
45,11,28,5,rural,1,12,193.78,0.1182,Tablet Charger,1,12,1,3.0,15.0,1.61,1.61,45.0,0.012,0.54,0.0638,3,1629.022,192.5504,1.2296,0,0.03,1.61,0.0639,207.4436,211.8054,232.54
45,11,28,5,rural,1,12,193.78,0.1182,Coffee Maker,1,800,0,,,5.5,1.8,50.4,0.8,40.32,4.7658,3,1629.022,192.5504,1.2296,0,2.48,1.8,4.7658,207.4436,211.8054,232.54
45,11,28,5,rural,1,12,193.78,0.1182,Water Heater,1,4000,0,,,7.5,6.6,184.8,4.0,739.2,87.3734,1,1629.022,192.5504,1.2296,0,45.38,6.6,87.3734,207.4436,211.8054,232.54
45,11,28,5,rural,1,12,193.78,0.1182,Electric Stove,1,2000,0,,,2.9,1.2,33.6,2.0,67.2,7.943,1,1629.022,192.5504,1.2296,0,4.13,1.2,7.943,207.4436,211.8054,232.54
46,6,30,6,rural,1,12,52.14,0.1418,Refrigerator,1,150,0,,,24.0,24.0,720.0,0.15,108.0,15.3144,1,1136.99,161.2252,-109.0852,1,9.5,7.76,4.9517,180.3682,177.3477,62.57
46,6,30,6,rural,1,12,52.14,0.1418,Phone Charger,1,10,1,1.5,30.0,1.5,1.5,45.0,0.01,0.45,0.0638,2,1136.99,161.2252,-109.0852,1,0.04,1.5,0.0638,180.3682,177.3477,62.57
46,6,30,6,rural,1,12,52.14,0.1418,LED Lighting,2,120,0,,,6.7,4.4,264.0,0.12,15.84,2.2461,1,1136.99,161.2252,-109.0852,1,1.39,1.42,0.7249,180.3682,177.3477,62.57
46,6,30,6,rural,1,12,52.14,0.1418,Dishwasher,1,1200,0,,,3.2,1.7,51.0,1.2,61.2,8.6782,3,1136.99,161.2252,-109.0852,1,5.38,1.1,5.6153,180.3682,177.3477,62.57
46,6,30,6,rural,1,12,52.14,0.1418,Microwave,1,1000,0,,,7.6,5.5,165.0,1.0,165.0,23.397,2,1136.99,161.2252,-109.0852,1,14.51,2.37,10.082,180.3682,177.3477,62.57
46,6,30,6,rural,1,12,52.14,0.1418,Electric Oven,1,2400,0,,,7.2,2.9,87.0,2.4,208.8,29.6078,2,1136.99,161.2252,-109.0852,1,18.36,1.25,12.762,180.3682,177.3477,62.57
46,6,30,6,rural,1,12,52.14,0.1418,Desktop Computer,1,200,0,,,6.3,2.1,63.0,0.2,12.6,1.7867,3,1136.99,161.2252,-109.0852,1,1.11,1.36,1.1571,180.3682,177.3477,62.57
46,6,30,6,rural,1,12,52.14,0.1418,Air Conditioner,1,1500,0,,,4.7,3.4,102.0,1.5,153.0,21.6954,2,1136.99,161.2252,-109.0852,1,13.46,1.47,9.3801,180.3682,177.3477,62.57
46,6,30,6,rural,1,12,52.14,0.1418,Washing Machine,1,500,0,,,4.0,2.9,87.0,0.5,43.5,6.1683,2,1136.99,161.2252,-109.0852,1,3.83,1.25,2.6588,180.3682,177.3477,62.57
46,6,30,6,rural,1,12,52.14,0.1418,Water Heater,1,4000,0,,,3.9,1.8,54.0,4.0,216.0,30.6288,1,1136.99,161.2252,-109.0852,1,19.0,0.58,9.8693,180.3682,177.3477,62.57
46,6,30,6,rural,1,12,52.14,0.1418,Electric Stove,1,2000,0,,,4.6,2.5,75.0,2.0,150.0,21.27,1,1136.99,161.2252,-109.0852,1,13.19,0.81,6.8915,180.3682,177.3477,62.57
46,6,30,6,rural,1,12,52.14,0.1418,Laptop,1,65,1,2.0,20.0,1.33,1.33,40.0,0.065,2.6,0.3687,2,1136.99,161.2252,-109.0852,1,0.23,1.33,0.3678,180.3682,177.3477,62.57
47,9,31,1,rural,0,5,157.95,0.1142,Refrigerator,1,150,0,,,24.0,24.0,744.0,0.15,111.6,12.7447,1,166.358,18.998,138.952,0,67.08,24.0,12.7447,34.9289,20.8978,189.54
47,9,31,1,rural,0,5,157.95,0.1142,Phone Charger,1,10,1,1.5,30.0,1.45,1.45,45.0,0.01,0.45,0.0514,2,166.358,18.998,138.952,0,0.27,1.45,0.0513,34.9289,20.8978,189.54
47,9,31,1,rural,0,5,157.95,0.1142,LED Lighting,1,60,0,,,8.6,7.8,241.8,0.06,14.508,1.6568,1,166.358,18.998,138.952,0,8.72,7.8,1.6568,34.9289,20.8978,189.54
47,9,31,1,rural,0,5,157.95,0.1142,Laptop,1,65,1,2.0,20.0,1.29,1.29,40.0,0.065,2.6,0.2969,2,166.358,18.998,138.952,0,1.56,1.29,0.2969,34.9289,20.8978,189.54
47,9,31,1,rural,0,5,157.95,0.1142,Microwave,1,1000,0,,,3.0,1.2,37.2,1.0,37.2,4.2482,2,166.358,18.998,138.952,0,22.36,1.2,4.2482,34.9289,20.8978,189.54
48,3,28,4,rural,1,11,183.07,0.1145,Refrigerator,1,150,0,,,24.0,24.0,672.0,0.15,100.8,11.5416,1,798.488,91.4268,91.6432,0,12.62,24.0,11.5416,105.8538,100.5695,219.68
48,3,28,4,rural,1,11,183.07,0.1145,Phone Charger,1,10,1,1.5,30.0,1.61,1.61,45.0,0.01,0.45,0.0515,2,798.488,91.4268,91.6432,0,0.06,1.61,0.0516,105.8538,100.5695,219.68
48,3,28,4,rural,1,11,183.07,0.1145,LED Lighting,1,60,0,,,9.2,7.6,212.8,0.06,12.768,1.4619,1,798.488,91.4268,91.6432,0,1.6,7.6,1.4619,105.8538,100.5695,219.68
48,3,28,4,rural,1,11,183.07,0.1145,Dishwasher,1,1200,0,,,5.0,4.0,112.0,1.2,134.4,15.3888,3,798.488,91.4268,91.6432,0,16.83,4.0,15.3888,105.8538,100.5695,219.68
48,3,28,4,rural,1,11,183.07,0.1145,Vacuum Cleaner,1,1400,0,,,3.9,1.5,42.0,1.4,58.8,6.7326,3,798.488,91.4268,91.6432,0,7.36,1.5,6.7326,105.8538,100.5695,219.68
48,3,28,4,rural,1,11,183.07,0.1145,Space Heater,1,1500,0,,,1.1,0.6,16.8,1.5,25.2,2.8854,2,798.488,91.4268,91.6432,0,3.16,0.6,2.8854,105.8538,100.5695,219.68
48,3,28,4,rural,1,11,183.07,0.1145,Electric Oven,1,2400,0,,,6.6,4.8,134.4,2.4,322.56,36.9331,2,798.488,91.4268,91.6432,0,40.4,4.8,36.9331,105.8538,100.5695,219.68
48,3,28,4,rural,1,11,183.07,0.1145,Air Conditioner,1,1500,0,,,3.2,3.1,86.8,1.5,130.2,14.9079,2,798.488,91.4268,91.6432,0,16.31,3.1,14.9079,105.8538,100.5695,219.68
48,3,28,4,rural,1,11,183.07,0.1145,Laptop,1,65,1,2.0,20.0,1.43,1.43,40.0,0.065,2.6,0.2977,2,798.488,91.4268,91.6432,0,0.33,1.43,0.298,105.8538,100.5695,219.68
48,3,28,4,rural,1,11,183.07,0.1145,Gaming Console,1,150,0,,,1.6,1.4,39.2,0.15,5.88,0.6733,3,798.488,91.4268,91.6432,0,0.74,1.4,0.6733,105.8538,100.5695,219.68
48,3,28,4,rural,1,11,183.07,0.1145,Ceiling Fan,1,75,0,,,4.0,2.3,64.4,0.075,4.83,0.553,2,798.488,91.4268,91.6432,0,0.6,2.3,0.553,105.8538,100.5695,219.68
49,12,30,1,rural,0,7,127.55,0.1254,Refrigerator,1,150,0,,,24.0,24.0,720.0,0.15,108.0,13.5432,1,833.19,104.4819,23.0681,0,12.96,24.0,13.5432,121.4109,114.9301,153.06
49,12,30,1,rural,0,7,127.55,0.1254,Phone Charger,1,10,1,1.5,30.0,1.5,1.5,45.0,0.01,0.45,0.0564,2,833.19,104.4819,23.0681,0,0.05,1.5,0.0564,121.4109,114.9301,153.06
49,12,30,1,rural,0,7,127.55,0.1254,LED Lighting,1,60,0,,,9.4,7.0,210.0,0.06,12.6,1.58,1,833.19,104.4819,23.0681,0,1.51,7.0,1.58,121.4109,114.9301,153.06
49,12,30,1,rural,0,7,127.55,0.1254,Tablet Charger,1,12,1,3.0,15.0,1.5,1.5,45.0,0.012,0.54,0.0677,3,833.19,104.4819,23.0681,0,0.06,1.5,0.0677,121.4109,114.9301,153.06
49,12,30,1,rural,0,7,127.55,0.1254,Electric Stove,1,2000,0,,,6.1,5.3,159.0,2.0,318.0,39.8772,1,833.19,104.4819,23.0681,0,38.17,5.3,39.8772,121.4109,114.9301,153.06
49,12,30,1,rural,0,7,127.55,0.1254,Water Heater,1,4000,0,,,6.7,3.1,93.0,4.0,372.0,46.6488,1,833.19,104.4819,23.0681,0,44.65,3.1,46.6488,121.4109,114.9301,153.06
49,12,30,1,rural,0,7,127.55,0.1254,Coffee Maker,1,800,0,,,2.0,0.9,27.0,0.8,21.6,2.7086,3,833.19,104.4819,23.0681,0,2.59,0.9,2.7086,121.4109,114.9301,153.06
50,11,28,5,urban,1,13,112.0,0.1371,Refrigerator,1,150,0,,,24.0,24.0,672.0,0.15,100.8,13.8197,1,1151.174,157.8259,-45.8259,1,8.76,17.03,9.8062,175.1005,173.6085,134.4
50,11,28,5,urban,1,13,112.0,0.1371,Phone Charger,1,10,1,1.5,30.0,1.61,1.61,45.0,0.01,0.45,0.0617,2,1151.174,157.8259,-45.8259,1,0.04,1.61,0.0618,175.1005,173.6085,134.4
50,11,28,5,urban,1,13,112.0,0.1371,LED Lighting,2,120,0,,,4.4,3.4,190.4,0.12,11.424,1.5662,1,1151.174,157.8259,-45.8259,1,0.99,2.41,1.1102,175.1005,173.6085,134.4
50,11,28,5,urban,1,13,112.0,0.1371,Coffee Maker,1,800,0,,,3.1,1.5,42.0,0.8,33.6,4.6066,3,1151.174,157.8259,-45.8259,1,2.92,1.5,4.6066,175.1005,173.6085,134.4
50,11,28,5,urban,1,13,112.0,0.1371,Tablet Charger,1,12,1,3.0,15.0,1.61,1.61,45.0,0.012,0.54,0.074,3,1151.174,157.8259,-45.8259,1,0.05,1.61,0.0742,175.1005,173.6085,134.4
50,11,28,5,urban,1,13,112.0,0.1371,Desktop Computer,1,200,0,,,1.4,0.9,25.2,0.2,5.04,0.691,3,1151.174,157.8259,-45.8259,1,0.44,0.9,0.691,175.1005,173.6085,134.4
50,11,28,5,urban,1,13,112.0,0.1371,Clothes Dryer,1,5000,0,,,3.2,2.0,56.0,5.0,280.0,38.388,3,1151.174,157.8259,-45.8259,1,24.32,2.0,38.388,175.1005,173.6085,134.4
50,11,28,5,urban,1,13,112.0,0.1371,Gaming Console,1,150,0,,,1.4,1.2,33.6,0.15,5.04,0.691,3,1151.174,157.8259,-45.8259,1,0.44,1.2,0.691,175.1005,173.6085,134.4
50,11,28,5,urban,1,13,112.0,0.1371,Vacuum Cleaner,1,1400,0,,,1.5,1.4,39.2,1.4,54.88,7.524,3,1151.174,157.8259,-45.8259,1,4.77,1.4,7.524,175.1005,173.6085,134.4
50,11,28,5,urban,1,13,112.0,0.1371,Space Heater,1,1500,0,,,7.0,5.1,142.8,1.5,214.2,29.3668,2,1151.174,157.8259,-45.8259,1,18.61,4.83,27.8121,175.1005,173.6085,134.4
50,11,28,5,urban,1,13,112.0,0.1371,Television,1,150,0,,,4.5,2.8,78.4,0.15,11.76,1.6123,3,1151.174,157.8259,-45.8259,1,1.02,2.8,1.6123,175.1005,173.6085,134.4
50,11,28,5,urban,1,13,112.0,0.1371,Electric Oven,1,2400,0,,,4.9,4.2,117.6,2.4,282.24,38.6951,2,1151.174,157.8259,-45.8259,1,24.52,3.97,36.5761,175.1005,173.6085,134.4
50,11,28,5,urban,1,13,112.0,0.1371,Dishwasher,1,1200,0,,,7.3,4.5,126.0,1.2,151.2,20.7295,3,1151.174,157.8259,-45.8259,1,13.13,4.5,20.7295,175.1005,173.6085,134.4
51,6,31,5,urban,1,6,216.47,0.1451,Refrigerator,1,150,0,,,24.0,24.0,744.0,0.15,111.6,16.1932,1,699.686,101.5246,114.9454,0,15.95,24.0,16.1932,121.7661,111.6771,259.76
51,6,31,5,urban,1,6,216.47,0.1451,Phone Charger,1,10,1,1.5,30.0,1.45,1.45,45.0,0.01,0.45,0.0653,2,699.686,101.5246,114.9454,0,0.06,1.45,0.0652,121.7661,111.6771,259.76
51,6,31,5,urban,1,6,216.47,0.1451,LED Lighting,2,120,0,,,9.9,6.3,390.6,0.12,23.436,3.4006,1,699.686,101.5246,114.9454,0,3.35,6.3,3.4006,121.7661,111.6771,259.76
51,6,31,5,urban,1,6,216.47,0.1451,Coffee Maker,1,800,0,,,5.5,1.8,55.8,0.8,44.64,6.4773,3,699.686,101.5246,114.9454,0,6.38,1.8,6.4773,121.7661,111.6771,259.76
51,6,31,5,urban,1,6,216.47,0.1451,Electric Stove,1,2000,0,,,6.0,6.0,186.0,2.0,372.0,53.9772,1,699.686,101.5246,114.9454,0,53.17,6.0,53.9772,121.7661,111.6771,259.76
51,6,31,5,urban,1,6,216.47,0.1451,Vacuum Cleaner,1,1400,0,,,4.7,3.4,105.4,1.4,147.56,21.411,3,699.686,101.5246,114.9454,0,21.09,3.4,21.411,121.7661,111.6771,259.76
52,7,30,3,rural,0,6,321.06,0.1424,Refrigerator,1,150,0,,,24.0,24.0,720.0,0.15,108.0,15.3792,1,338.1,48.1455,272.9145,0,31.94,24.0,15.3792,67.3695,52.9601,385.27
52,7,30,3,rural,0,6,321.06,0.1424,Phone Charger,1,10,1,1.5,30.0,1.5,1.5,45.0,0.01,0.45,0.0641,2,338.1,48.1455,272.9145,0,0.13,1.5,0.0641,67.3695,52.9601,385.27
52,7,30,3,rural,0,6,321.06,0.1424,LED Lighting,1,60,0,,,7.3,5.5,165.0,0.06,9.9,1.4098,1,338.1,48.1455,272.9145,0,2.93,5.5,1.4098,67.3695,52.9601,385.27
52,7,30,3,rural,0,6,321.06,0.1424,Desktop Computer,1,200,0,,,2.8,2.5,75.0,0.2,15.0,2.136,3,338.1,48.1455,272.9145,0,4.44,2.5,2.136,67.3695,52.9601,385.27
52,7,30,3,rural,0,6,321.06,0.1424,Dishwasher,1,1200,0,,,7.8,5.6,168.0,1.2,201.6,28.7078,3,338.1,48.1455,272.9145,0,59.63,5.6,28.7078,67.3695,52.9601,385.27
52,7,30,3,rural,0,6,321.06,0.1424,Television,1,150,0,,,2.1,0.7,21.0,0.15,3.15,0.4486,3,338.1,48.1455,272.9145,0,0.93,0.7,0.4486,67.3695,52.9601,385.27
53,6,30,6,urban,1,12,388.69,0.1622,Refrigerator,1,150,0,,,24.0,24.0,720.0,0.15,108.0,17.5176,1,1100.72,178.5369,210.1531,0,9.81,24.0,17.5176,200.4339,196.3906,466.43
53,6,30,6,urban,1,12,388.69,0.1622,Phone Charger,1,10,1,1.5,30.0,1.5,1.5,45.0,0.01,0.45,0.073,2,1100.72,178.5369,210.1531,0,0.04,1.5,0.073,200.4339,196.3906,466.43
53,6,30,6,urban,1,12,388.69,0.1622,LED Lighting,1,60,0,,,7.9,6.1,183.0,0.06,10.98,1.781,1,1100.72,178.5369,210.1531,0,1.0,6.1,1.781,200.4339,196.3906,466.43
53,6,30,6,urban,1,12,388.69,0.1622,Microwave,1,1000,0,,,3.5,1.9,57.0,1.0,57.0,9.2454,2,1100.72,178.5369,210.1531,0,5.18,1.9,9.2454,200.4339,196.3906,466.43
53,6,30,6,urban,1,12,388.69,0.1622,Dishwasher,1,1200,0,,,2.3,1.0,30.0,1.2,36.0,5.8392,3,1100.72,178.5369,210.1531,0,3.27,1.0,5.8392,200.4339,196.3906,466.43
53,6,30,6,urban,1,12,388.69,0.1622,Tablet Charger,1,12,1,3.0,15.0,1.5,1.5,45.0,0.012,0.54,0.0876,3,1100.72,178.5369,210.1531,0,0.05,1.5,0.0876,200.4339,196.3906,466.43
53,6,30,6,urban,1,12,388.69,0.1622,Water Heater,1,4000,0,,,7.6,4.9,147.0,4.0,588.0,95.3736,1,1100.72,178.5369,210.1531,0,53.42,4.9,95.3736,200.4339,196.3906,466.43
53,6,30,6,urban,1,12,388.69,0.1622,Laptop,1,65,1,2.0,20.0,1.33,1.33,40.0,0.065,2.6,0.4217,2,1100.72,178.5369,210.1531,0,0.24,1.33,0.4207,200.4339,196.3906,466.43
53,6,30,6,urban,1,12,388.69,0.1622,Desktop Computer,1,200,0,,,2.6,1.0,30.0,0.2,6.0,0.9732,3,1100.72,178.5369,210.1531,0,0.55,1.0,0.9732,200.4339,196.3906,466.43
53,6,30,6,urban,1,12,388.69,0.1622,Television,1,150,0,,,1.5,1.3,39.0,0.15,5.85,0.9489,3,1100.72,178.5369,210.1531,0,0.53,1.3,0.9489,200.4339,196.3906,466.43
53,6,30,6,urban,1,12,388.69,0.1622,Gaming Console,1,150,0,,,1.7,1.4,42.0,0.15,6.3,1.0219,3,1100.72,178.5369,210.1531,0,0.57,1.4,1.0219,200.4339,196.3906,466.43
53,6,30,6,urban,1,12,388.69,0.1622,Space Heater,1,1500,0,,,6.8,6.2,186.0,1.5,279.0,45.2538,2,1100.72,178.5369,210.1531,0,25.35,6.2,45.2538,200.4339,196.3906,466.43
54,10,30,1,rural,1,8,103.99,0.0978,Refrigerator,1,150,0,,,24.0,24.0,720.0,0.15,108.0,10.5624,1,271.13,26.5165,77.4735,0,39.83,24.0,10.5624,39.7195,29.1682,124.79
54,10,30,1,rural,1,8,103.99,0.0978,Phone Charger,1,10,1,1.5,30.0,1.5,1.5,45.0,0.01,0.45,0.044,2,271.13,26.5165,77.4735,0,0.17,1.5,0.044,39.7195,29.1682,124.79
54,10,30,1,rural,1,8,103.99,0.0978,LED Lighting,3,180,0,,,5.4,4.2,378.0,0.18,22.68,2.2181,1,271.13,26.5165,77.4735,0,8.36,4.2,2.2181,39.7195,29.1682,124.79
54,10,30,1,rural,1,8,103.99,0.0978,Coffee Maker,1,800,0,,,3.0,2.5,75.0,0.8,60.0,5.868,3,271.13,26.5165,77.4735,0,22.13,2.5,5.868,39.7195,29.1682,124.79
54,10,30,1,rural,1,8,103.99,0.0978,Washing Machine,1,500,0,,,4.1,2.8,84.0,0.5,42.0,4.1076,2,271.13,26.5165,77.4735,0,15.49,2.8,4.1076,39.7195,29.1682,124.79
